number,bottlecode,daterun,instrument,analyte,resulttype,runlabel,result,unit,labdupTF,labuser,recorduser,flag,note,dateentered
1245,0666-13,8/12/2022,lachat,tp,sample,0666-13,0.0667,mgL-1,FALSE,JB,LM,,,4/10/2023
1246,0669-13,8/12/2022,lachat,tp,sample,0669-13,0.0603,mgL-1,FALSE,JB,LM,,,4/10/2023
1247,0670-13,8/12/2022,lachat,tp,sample,0670-13,0.0566,mgL-1,FALSE,JB,LM,,,4/10/2023
1248,0671-13,8/12/2022,lachat,tp,sample,0671-13,0.05,mgL-1,FALSE,JB,LM,,,4/10/2023
1249,0672-13,8/12/2022,lachat,tp,sample,0672-13,0.0474,mgL-1,FALSE,JB,LM,,,4/10/2023
1250,0675-13,8/12/2022,lachat,tp,sample,0675-13,0.0511,mgL-1,FALSE,JB,LM,,,4/10/2023
1251,0695-13,8/12/2022,lachat,tp,sample,0695-13,0.0519,mgL-1,FALSE,JB,LM,,,4/10/2023
1252,0678-13,8/12/2022,lachat,tp,sample,0678-13,0.05,mgL-1,FALSE,JB,LM,,,4/10/2023
1253,0679-13,8/12/2022,lachat,tp,sample,0679-13,0.0554,mgL-1,FALSE,JB,LM,,,4/10/2023
1254,0680-13,8/12/2022,lachat,tp,sample,0680-13,0.0519,mgL-1,FALSE,JB,LM,,,4/10/2023
1255,0681-13,8/12/2022,lachat,tp,sample,0681-13,0.0546,mgL-1,FALSE,JB,LM,,,4/10/2023
1256,0761-02,8/12/2022,lachat,tp,sample,20220723_FLAME_TP_0761-02,0.0483,mgL-1,FALSE,JB,LM,,,4/10/2023
1257,0760-02,8/12/2022,lachat,tp,sample,0760-02,0.0538,mgL-1,FALSE,JB,LM,,,4/10/2023
1258,0757-02,8/12/2022,lachat,tp,sample,0757-02,0.0603,mgL-1,FALSE,JB,LM,,,4/10/2023
1259,0750-02,8/12/2022,lachat,tp,sample,0750-02,0.0596,mgL-1,FALSE,JB,LM,,,4/10/2023
1260,0747-02,8/12/2022,lachat,tp,sample,0747-02,0.0481,mgL-1,FALSE,JB,LM,,,4/10/2023
1261,0748-02,8/12/2022,lachat,tp,sample,0748-02,0.0574,mgL-1,FALSE,JB,LM,,,4/10/2023
1262,0758-02,8/12/2022,lachat,tp,sample,0758-02,0.0521,mgL-1,FALSE,JB,LM,,,4/10/2023
1263,0751-02,8/12/2022,lachat,tp,sample,0751-02,0.0468,mgL-1,FALSE,JB,LM,,,4/10/2023
1264,0759-02,8/12/2022,lachat,tp,sample,0759-02,0.0482,mgL-1,FALSE,JB,LM,,,4/10/2023
1265,0753-02,8/12/2022,lachat,tp,sample,0753-02,0.0518,mgL-1,FALSE,JB,LM,,,4/10/2023
1266,0755-02,8/12/2022,lachat,tp,sample,0755-02,0.0523,mgL-1,FALSE,JB,LM,,,4/10/2023
1267,0756-02,8/12/2022,lachat,tp,sample,0756-02,0.0478,mgL-1,FALSE,JB,LM,,,4/10/2023
1268,0749-02,8/12/2022,lachat,tp,sample,0749-02,0.0524,mgL-1,FALSE,JB,LM,,,4/10/2023
1269,0749-02,8/12/2022,lachat,tp,sample,0749-02,0.0514,mgL-1,TRUE,JB,LM,,,4/10/2023
1270,0752-02,8/12/2022,lachat,tp,sample,0752-02,0.0581,mgL-1,FALSE,JB,LM,,,4/10/2023
1271,0752-02,8/12/2022,lachat,tp,sample,0752-02,0.0579,mgL-1,TRUE,JB,LM,,,4/10/2023
1272,0744-02,8/12/2022,lachat,tp,sample,0744-02,0.0473,mgL-1,FALSE,JB,LM,,,4/10/2023
1273,0746-02,8/12/2022,lachat,tp,sample,0746-02,0.0474,mgL-1,FALSE,JB,LM,,,4/10/2023
1274,0745-02,8/12/2022,lachat,tp,sample,0745-02,0.0563,mgL-1,FALSE,JB,LM,,,4/10/2023
1275,0754-02,8/12/2022,lachat,tp,sample,0754-02,0.0463,mgL-1,FALSE,JB,LM,,,4/10/2023
1276,0494-02,8/12/2022,lachat,tp,sample,0494-02,0.00884,mgL-1,FALSE,JB,LM,,,4/10/2023
1277,0520-03,8/12/2022,lachat,tdp,sample,20220714_FLAME_TDP_0520-03,0.0297,mgL-1,FALSE,JB,LM,,,4/10/2023
1278,0525-03,8/12/2022,lachat,tdp,sample,0525-03,0.0308,mgL-1,FALSE,JB,LM,,,4/10/2023
1279,0523-03,8/12/2022,lachat,tdp,sample,0523-03,0.03,mgL-1,FALSE,JB,LM,,,4/10/2023
1280,0533-03,8/12/2022,lachat,tdp,sample,0533-03,0.0284,mgL-1,FALSE,JB,LM,,,4/10/2023
1281,2714 this is wrong name sorry,8/12/2022,lachat,tdp,sample,2714 this is wrong name sorry,0.0229,mgL-1,FALSE,JB,LM,,,4/10/2023
1282,0538-03,8/12/2022,lachat,tdp,sample,0538-03,0.0284,mgL-1,FALSE,JB,LM,,,4/10/2023
1283,0537-03,8/12/2022,lachat,tdp,sample,0537-03,0.0257,mgL-1,FALSE,JB,LM,,,4/10/2023
1284,0522-03,8/12/2022,lachat,tdp,sample,0522-03,0.0271,mgL-1,FALSE,JB,LM,,,4/10/2023
1285,0277-14,8/12/2022,lachat,tdp,sample,0277-14,0.0273,mgL-1,FALSE,JB,LM,,,4/10/2023
1286,0277-14,8/12/2022,lachat,tdp,sample,0277-14,0.0272,mgL-1,TRUE,JB,LM,,,4/10/2023
1287,0528-03,8/12/2022,lachat,tdp,sample,0528-03,0.0301,mgL-1,FALSE,JB,LM,,,4/10/2023
1288,0524-03,8/12/2022,lachat,tdp,sample,0524-03,0.0253,mgL-1,FALSE,JB,LM,,,4/10/2023
1289,0527-03,8/12/2022,lachat,tdp,sample,0527-03,0.0207,mgL-1,FALSE,JB,LM,,,4/10/2023
1290,0576-03,8/12/2022,lachat,tdp,sample,0576-03,0.0204,mgL-1,FALSE,JB,LM,,,4/10/2023
1291,0535-03,8/12/2022,lachat,tdp,sample,0535-03,0.0213,mgL-1,FALSE,JB,LM,,,4/10/2023
1292,0279-14,8/12/2022,lachat,tdp,sample,0279-14,0.0228,mgL-1,FALSE,JB,LM,,,4/10/2023
1293,0532-03,8/12/2022,lachat,tdp,sample,0532-03,0.0285,mgL-1,FALSE,JB,LM,,,4/10/2023
1294,0540-03,8/12/2022,lachat,tdp,sample,0540-03,0.0297,mgL-1,FALSE,JB,LM,,,4/10/2023
1295,0534-03,8/12/2022,lachat,tdp,sample,0534-03,0.0242,mgL-1,FALSE,JB,LM,,,4/10/2023
1296,0275-14,8/12/2022,lachat,tdp,sample,0275-14,0.0218,mgL-1,FALSE,JB,LM,,,4/10/2023
1297,0278-14,8/12/2022,lachat,tdp,sample,0278-14,0.0222,mgL-1,FALSE,JB,LM,,,4/10/2023
1298,0278-14,8/12/2022,lachat,tdp,sample,0278-14,0.0219,mgL-1,TRUE,JB,LM,,,4/10/2023
1299,0530-03,8/12/2022,lachat,tdp,sample,0530-03,0.0253,mgL-1,FALSE,JB,LM,,,4/10/2023
1300,0531-03,8/12/2022,lachat,tdp,sample,0531-03,0.0208,mgL-1,FALSE,JB,LM,,,4/10/2023
1301,0524-03,8/12/2022,lachat,tdp,sample,0524-03,0.0213,mgL-1,FALSE,JB,LM,,,4/10/2023
1302,0521-03,8/12/2022,lachat,tdp,sample,0521-03,0.0224,mgL-1,FALSE,JB,LM,,,4/10/2023
1303,0279-14,8/12/2022,lachat,tdp,sample,0279-14,0.0224,mgL-1,FALSE,JB,LM,,,4/10/2023
1304,0541-03,8/12/2022,lachat,tdp,sample,0541-03,0.0283,mgL-1,FALSE,JB,LM,,,4/10/2023
1305,0539-03,8/12/2022,lachat,tdp,sample,0539-03,0.0308,mgL-1,FALSE,JB,LM,,,4/10/2023
1306,0276-14,8/12/2022,lachat,tdp,sample,0276-14,0.0265,mgL-1,FALSE,JB,LM,,,4/10/2023
1307,0276-14,8/12/2022,lachat,tdp,sample,0276-14,0.0273,mgL-1,TRUE,JB,LM,,,4/10/2023
1308,0536-03,8/12/2022,lachat,tdp,sample,0536-03,0.0343,mgL-1,FALSE,JB,LM,,,4/10/2023
1309,0960-14,8/12/2022,lachat,tdp,sample,20220723_FLAME_TDP_0960-14,0.0212,mgL-1,FALSE,JB,LM,,,4/10/2023
1310,0961-14,8/12/2022,lachat,tdp,sample,0961-14,0.0211,mgL-1,FALSE,JB,LM,,,4/10/2023
1311,0959-14,8/12/2022,lachat,tdp,sample,0959-14,0.0248,mgL-1,FALSE,JB,LM,,,4/10/2023
1312,0959-14,8/12/2022,lachat,tdp,sample,0959-14,0.0239,mgL-1,TRUE,JB,LM,,,4/10/2023
1313,0966-14,8/12/2022,lachat,tdp,sample,0966-14,0.0223,mgL-1,FALSE,JB,LM,,,4/10/2023
1314,0965-14,8/12/2022,lachat,tdp,sample,0965-14,0.0232,mgL-1,FALSE,JB,LM,,,4/10/2023
1315,0964-14,8/12/2022,lachat,tdp,sample,0964-14,0.0208,mgL-1,FALSE,JB,LM,,,4/10/2023
1316,0968-14,8/12/2022,lachat,tdp,sample,0968-14,0.0181,mgL-1,FALSE,JB,LM,,,4/10/2023
1317,0963-14,8/12/2022,lachat,tdp,sample,0963-14,0.0175,mgL-1,FALSE,JB,LM,,,4/10/2023
1318,0962-14,8/12/2022,lachat,tdp,sample,0962-14,0.0205,mgL-1,FALSE,JB,LM,,,4/10/2023
1319,0974-14,8/12/2022,lachat,tdp,sample,0974-14,0.0267,mgL-1,FALSE,JB,LM,,,4/10/2023
1320,0969-14,8/12/2022,lachat,tdp,sample,0969-14,0.0271,mgL-1,FALSE,JB,LM,,,4/10/2023
1321,0970-14,8/12/2022,lachat,tdp,sample,0970-14,0.0239,mgL-1,FALSE,JB,LM,,,4/10/2023
1322,0970-14,8/12/2022,lachat,tdp,sample,0970-14,0.023,mgL-1,TRUE,JB,LM,,,4/10/2023
1323,0976-14,8/12/2022,lachat,tdp,sample,0976-14,0.0321,mgL-1,FALSE,JB,LM,,,4/10/2023
1324,0975-14,8/12/2022,lachat,tdp,sample,0975-14,0.0159,mgL-1,FALSE,JB,LM,,,4/10/2023
1325,0971-14,8/12/2022,lachat,tdp,sample,0971-14,0.0226,mgL-1,FALSE,JB,LM,,,4/10/2023
1326,0973-14,8/12/2022,lachat,tdp,sample,0973-14,0.0271,mgL-1,FALSE,JB,LM,,,4/10/2023
1327,0972-14,8/12/2022,lachat,tdp,sample,0972-14,0.0208,mgL-1,FALSE,JB,LM,,,4/10/2023
1328,0967-14,8/12/2022,lachat,tdp,sample,0967-14,0.0243,mgL-1,FALSE,JB,LM,,,4/10/2023
1329,0490-02,8/12/2022,lachat,tdp,sample,0490-02,0.00652,mgL-1,FALSE,JB,LM,,,4/10/2023
1330,0371-09,2/24/2023,secchi disk,secchi,point,,0.63,m,FALSE,LM,LM,,,4/10/2023
1331,0372-09,2/25/2023,secchi disk,secchi,point,,0.29,m,FALSE,LM,LM,,,4/10/2023
1332,1550-02,3/10/2023,lachat,tp,sample,20230224_MILLER PONDS_TP_1550-02,0.449,mgL-1,FALSE,JB,LM,,,4/10/2023
1333,1551-02,3/10/2023,lachat,tp,sample,1551-02,0.448,mgL-1,FALSE,JB,LM,,,4/10/2023
1334,1551-02,3/10/2023,lachat,tp,sample,1551-02,0.449,mgL-1,TRUE,JB,LM,,,4/10/2023
1335,1552-02,3/10/2023,lachat,tp,sample,1552-02,0.468,mgL-1,FALSE,JB,LM,,,4/10/2023
1336,1547-02,3/10/2023,lachat,tp,sample,1547-02,0.209,mgL-1,FALSE,JB,LM,,,4/10/2023
1337,1548-02,3/10/2023,lachat,tp,sample,1548-02,0.196,mgL-1,FALSE,JB,LM,,,4/10/2023
1338,1549-02,3/10/2023,lachat,tp,sample,1549-02,0.194,mgL-1,FALSE,JB,LM,,,4/10/2023
1339,1630-01,3/10/2023,lachat,tdp,sample,20230224_MILLER PONDS_TDP_1630-01,0.185,mgL-1,FALSE,JB,LM,,,4/10/2023
1340,1630-01,3/10/2023,lachat,tdp,sample,20230224_MILLER PONDS_TDP_1630-01,0.184,mgL-1,TRUE,JB,LM,,,4/10/2023
1341,1631-01,3/10/2023,lachat,tdp,sample,1631-01,0.18,mgL-1,FALSE,JB,LM,,,4/10/2023
1342,1632-01,3/10/2023,lachat,tdp,sample,1632-01,0.178,mgL-1,FALSE,JB,LM,,,4/10/2023
1343,1633-01,3/10/2023,lachat,tdp,sample,1633-01,0.425,mgL-1,FALSE,JB,LM,,,4/10/2023
1344,1634-01,3/10/2023,lachat,tdp,sample,1634-01,0.419,mgL-1,FALSE,JB,LM,,,4/10/2023
1345,1635-01,3/10/2023,lachat,tdp,sample,1635-01,0.435,mgL-1,FALSE,JB,LM,,,4/10/2023
1346,1550-02,3/22/2023,lachat,tn,sample,20230224_MILLER PONDS_TN_1550-02,1.52,mgL-1,FALSE,JB,LM,,,4/10/2023
1347,1551-02,3/22/2023,lachat,tn,sample,1551-02,1.47,mgL-1,FALSE,JB,LM,,,4/10/2023
1348,1551-02,3/22/2023,lachat,tn,sample,1551-02,1.48,mgL-1,TRUE,JB,LM,,,4/10/2023
1349,1552-02,3/22/2023,lachat,tn,sample,1552-02,1.57,mgL-1,FALSE,JB,LM,,,4/10/2023
1350,1547-02,3/22/2023,lachat,tn,sample,1547-02,1.2,mgL-1,FALSE,JB,LM,,,4/10/2023
1351,1548-02,3/22/2023,lachat,tn,sample,1548-02,1.12,mgL-1,FALSE,JB,LM,,,4/10/2023
1352,1549-02,3/22/2023,lachat,tn,sample,1549-02,1.1,mgL-1,FALSE,JB,LM,,,4/10/2023
1353,1630-01,3/22/2023,lachat,tdn,sample,20230224_MILLER PONDS_TDN_1630-01,1.08,mgL-1,FALSE,JB,LM,,,4/10/2023
1354,1630-01,3/22/2023,lachat,tdn,sample,20230224_MILLER PONDS_TDN_1630-01,1.08,mgL-1,TRUE,JB,LM,,,4/10/2023
1355,1631-01,3/22/2023,lachat,tdn,sample,1631-01,1.08,mgL-1,FALSE,JB,LM,,,4/10/2023
1356,1632-01,3/22/2023,lachat,tdn,sample,1632-01,1.1,mgL-1,FALSE,JB,LM,,,4/10/2023
1357,1633-01,3/22/2023,lachat,tdn,sample,1633-01,1.45,mgL-1,FALSE,JB,LM,,,4/10/2023
1358,1634-01,3/22/2023,lachat,tdn,sample,1634-01,1.47,mgL-1,FALSE,JB,LM,,,4/10/2023
1359,1635-01,3/22/2023,lachat,tdn,sample,1635-01,1.45,mgL-1,FALSE,JB,LM,,,4/10/2023
1360,1571-01,3/17/2023,lachat,srp,sample,20230224_MILLER PONDS_1571-01,0.287,mgL-1,FALSE,JB,LM,,,4/10/2023
1361,1570-01,3/17/2023,lachat,srp,sample,1570-01,0.302,mgL-1,FALSE,JB,LM,,,4/10/2023
1362,1569-01,3/17/2023,lachat,srp,sample,1569-01,0.305,mgL-1,FALSE,JB,LM,,,4/10/2023
1363,1568-01,3/17/2023,lachat,srp,sample,1568-01,0.0565,mgL-1,FALSE,JB,LM,,,4/10/2023
1364,1567-01,3/17/2023,lachat,srp,sample,1567-01,0.0602,mgL-1,FALSE,JB,LM,,,4/10/2023
1365,1567-01,3/17/2023,lachat,srp,sample,1567-01,0.0586,mgL-1,TRUE,JB,LM,,,4/10/2023
1366,1566-01,3/17/2023,lachat,srp,sample,1566-01,0.0615,mgL-1,FALSE,JB,LM,,,4/10/2023
1367,1571-01,3/17/2023,lachat,nh4n,sample,20230224_MILLER PONDS_1571-01,0.0135,mgL-1,FALSE,JB,LM,,,4/10/2023
1368,1570-01,3/17/2023,lachat,nh4n,sample,1570-01,0.0125,mgL-1,FALSE,JB,LM,,,4/10/2023
1369,1569-01,3/17/2023,lachat,nh4n,sample,1569-01,0.0171,mgL-1,FALSE,JB,LM,,,4/10/2023
1370,1568-01,3/17/2023,lachat,nh4n,sample,1568-01,0.0317,mgL-1,FALSE,JB,LM,,,4/10/2023
1371,1567-01,3/17/2023,lachat,nh4n,sample,1567-01,0.0223,mgL-1,FALSE,JB,LM,,,4/10/2023
1372,1567-01,3/17/2023,lachat,nh4n,sample,1567-01,0.0242,mgL-1,TRUE,JB,LM,,,4/10/2023
1373,1566-01,3/17/2023,lachat,nh4n,sample,1566-01,0.0244,mgL-1,FALSE,JB,LM,,,4/10/2023
1374,1571-01,3/17/2023,lachat,no3n,sample,20230224_MILLER PONDS_1571-01,-0.00557,mgL-1,FALSE,JB,LM,,,4/10/2023
1375,1570-01,3/17/2023,lachat,no3n,sample,1570-01,-0.00596,mgL-1,FALSE,JB,LM,,,4/10/2023
1376,1569-01,3/17/2023,lachat,no3n,sample,1569-01,-0.00525,mgL-1,FALSE,JB,LM,,,4/10/2023
1377,1568-01,3/17/2023,lachat,no3n,sample,1568-01,0.00263,mgL-1,FALSE,JB,LM,,,4/10/2023
1378,1567-01,3/17/2023,lachat,no3n,sample,1567-01,0.00258,mgL-1,FALSE,JB,LM,,,4/10/2023
1379,1567-01,3/17/2023,lachat,no3n,sample,1567-01,0.00236,mgL-1,TRUE,JB,LM,,,4/10/2023
1380,1566-01,3/17/2023,lachat,no3n,sample,1566-01,0.00207,mgL-1,FALSE,JB,LM,,,4/10/2023
1381,2027-01,10/20/2022,lachat,srp,sample,20221018_WACO CREEK BOAT DOCK,0.0156,mgL-1,FALSE,JB,LM SP,,,4/10/2023
1382,2028-01,10/20/2022,lachat,srp,sample,WACO CREEK BSB,0.0193,mgL-1,FALSE,JB,LM SP,,,4/10/2023
1383,2027-01,10/20/2022,lachat,nh4n,sample,20221018_WACO CREEK BOAT DOCK,0.00499,mgL-1,FALSE,JB,LM SP,,,4/10/2023
1384,2028-01,10/20/2022,lachat,nh4n,sample,WACO CREEK BSB,0.00797,mgL-1,FALSE,JB,LM SP,,,4/10/2023
1385,2027-01,10/20/2022,lachat,no3n,sample,20221018_WACO CREEK BOAT DOCK,0.00111,mgL-1,FALSE,JB,LM SP,,,4/10/2023
1386,2028-01,10/20/2022,lachat,no3n,sample,WACO CREEK BSB,0.00155,mgL-1,FALSE,JB,LM SP,,,4/10/2023
1387,1392-98,9/17/2022,TurnerTrilogy,chl a,sample,1392-98,82.04,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1388,1393-98,9/17/2022,TurnerTrilogy,chl a,sample,1393-98,82.25,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1389,1394-98,9/17/2022,TurnerTrilogy,chl a,sample,1394-98,79.44,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1390,1395-98,9/17/2022,TurnerTrilogy,chl a,sample,1395-98,54.11,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1391,1396-98,9/17/2022,TurnerTrilogy,chl a,sample,1396-98,65.82,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1392,1397-98,9/17/2022,TurnerTrilogy,chl a,sample,1397-98,53.65,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1393,1398-98,9/17/2022,TurnerTrilogy,chl a,sample,1398-98,56.13,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1394,1399-98,9/17/2022,TurnerTrilogy,chl a,sample,1399-98,40.62,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1395,1400-98,9/17/2022,TurnerTrilogy,chl a,sample,1400-98,48.08,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1396,1401-98,9/17/2022,TurnerTrilogy,chl a,sample,1401-98,45.94,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1397,1402-98,9/17/2022,TurnerTrilogy,chl a,sample,1402-98,47.89,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1398,1403-98,9/17/2022,TurnerTrilogy,chl a,sample,1403-98,48.44,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1399,1404-98,9/17/2022,TurnerTrilogy,chl a,sample,1404-98,45.43,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1400,1405-98,9/17/2022,TurnerTrilogy,chl a,sample,1405-98,41.08,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1401,1406-98,9/17/2022,TurnerTrilogy,chl a,sample,1406-98,59.04,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1402,1407-98,9/17/2022,TurnerTrilogy,chl a,sample,1407-98,68.12,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1403,1408-98,9/17/2022,TurnerTrilogy,chl a,sample,1408-98,94.09,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1404,1409-98,9/17/2022,TurnerTrilogy,chl a,sample,1409-98,64.58,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1405,1410-98,9/17/2022,TurnerTrilogy,chl a,sample,1410-98,82.98,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1406,1411-98,9/17/2022,TurnerTrilogy,chl a,sample,1411-98,29.32,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1407,1412-98,9/17/2022,TurnerTrilogy,chl a,sample,1412-98,24.09,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1408,1413-98,9/17/2022,TurnerTrilogy,chl a,sample,1413-98,75.98,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1409,1414-98,9/17/2022,TurnerTrilogy,chl a,sample,1414-98,66.48,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1410,1415-98,9/17/2022,TurnerTrilogy,chl a,sample,1415-98,76.12,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1411,1416-98,9/17/2022,TurnerTrilogy,chl a,sample,1416-98,83.54,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1412,1417-98,9/17/2022,TurnerTrilogy,chl a,sample,1417-98,72.9,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1413,1418-98,9/17/2022,TurnerTrilogy,chl a,sample,1418-98,36.12,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1414,1419-98,9/17/2022,TurnerTrilogy,chl a,sample,1419-98,40.07,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1415,1420-98,9/17/2022,TurnerTrilogy,chl a,sample,1420-98,81.34,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1416,1421-98,9/17/2022,TurnerTrilogy,chl a,sample,1421-98,67.66,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1417,1422-98,9/17/2022,TurnerTrilogy,chl a,sample,1422-98,67.63,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1418,1423-98,9/17/2022,TurnerTrilogy,chl a,sample,1423-98,35.1,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1419,1424-98,9/17/2022,TurnerTrilogy,chl a,sample,1424-98,31.81,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1420,1425-98,9/17/2022,TurnerTrilogy,chl a,sample,1425-98,63.16,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1421,1426-98,9/17/2022,TurnerTrilogy,chl a,sample,1426-98,31.81,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1422,1427-98,9/17/2022,TurnerTrilogy,chl a,sample,1427-98,48.36,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1423,1428-98,9/17/2022,TurnerTrilogy,chl a,sample,1428-98,51.74,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1424,1429-98,9/17/2022,TurnerTrilogy,chl a,sample,1429-98,28.44,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1425,1430-98,9/17/2022,TurnerTrilogy,chl a,sample,1430-98,15.35,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1426,1431-98,9/17/2022,TurnerTrilogy,chl a,sample,1431-98,73.37,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1427,1432-98,9/17/2022,TurnerTrilogy,chl a,sample,1432-98,28.79,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1428,1433-98,9/17/2022,TurnerTrilogy,chl a,sample,1433-98,74.6,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1429,1434-98,9/17/2022,TurnerTrilogy,chl a,sample,1434-98,31.33,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1430,1435-98,9/17/2022,TurnerTrilogy,chl a,sample,1435-98,29.37,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1431,1436-98,9/17/2022,TurnerTrilogy,chl a,sample,1436-98,19.43,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1432,1437-98,9/17/2022,TurnerTrilogy,chl a,sample,1437-98,36.15,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1433,1438-98,9/17/2022,TurnerTrilogy,chl a,sample,1438-98,34.93,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1434,1439-98,9/17/2022,TurnerTrilogy,chl a,sample,1439-98,25.51,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1435,1440-98,9/17/2022,TurnerTrilogy,chl a,sample,1440-98,55.42,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1436,1441-98,9/17/2022,TurnerTrilogy,chl a,sample,1441-98,33.8,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1437,1442-98,9/17/2022,TurnerTrilogy,chl a,sample,1442-98,47.79,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1438,1443-98,9/17/2022,TurnerTrilogy,chl a,sample,1443-98,36.21,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1439,1444-98,9/17/2022,TurnerTrilogy,chl a,sample,1444-98,31.69,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1440,1445-98,9/17/2022,TurnerTrilogy,chl a,sample,1445-98,38.74,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1441,1446-98,9/17/2022,TurnerTrilogy,chl a,sample,1446-98,45.35,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1442,1447-98,9/17/2022,TurnerTrilogy,chl a,sample,1447-98,40.2,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1443,1448-98,9/17/2022,TurnerTrilogy,chl a,sample,1448-98,39.6,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1444,1449-98,9/17/2022,TurnerTrilogy,chl a,sample,1449-98,13.44,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1445,1450-98,9/17/2022,TurnerTrilogy,chl a,sample,1450-98,39.24,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1446,1451-98,9/17/2022,TurnerTrilogy,chl a,sample,1451-98,13.36,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1447,1452-98,9/17/2022,TurnerTrilogy,chl a,sample,1452-98,26.43,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1448,1453-98,9/17/2022,TurnerTrilogy,chl a,sample,1453-98,9.31,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1449,1454-98,9/17/2022,TurnerTrilogy,chl a,sample,1454-98,11.35,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1450,1455-98,9/17/2022,TurnerTrilogy,chl a,sample,1455-98,54.83,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1451,1456-98,9/17/2022,TurnerTrilogy,chl a,sample,1456-98,17.53,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1452,1457-98,9/17/2022,TurnerTrilogy,chl a,sample,1457-98,20.33,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1453,1458-98,9/17/2022,TurnerTrilogy,chl a,sample,1458-98,5.14,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1454,1459-98,9/17/2022,TurnerTrilogy,chl a,sample,1459-98,13.5,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1455,1460-98,9/17/2022,TurnerTrilogy,chl a,sample,1460-98,6.23,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1456,1461-98,9/17/2022,TurnerTrilogy,chl a,sample,1461-98,9.36,ugL-1,FALSE,MAB,MAB,,,4/10/2023
1457,1462-98,9/17/2022,TurnerTrilogy,chl a,sample,1462-98,6.72,ugL-1,FALSE,MAB,MAB,,,4/10/2023
